x_1,x_2,Label
254,399,-1
157,386,-1
179,371,-1
196,378,-1
146,231,-1
182,200,-1
453,363,-1
139,367,-1
165,252,-1
454,351,-1
208,346,-1
162,238,-1
544,419,-1
116,229,-1
494,428,-1
183,317,-1
103,308,-1
355,379,-1
122,270,-1
518,355,-1
139,253,-1
68,216,-1
269,379,-1
193,339,-1
78,198,-1
58,242,-1
333,427,-1
514,352,-1
143,195,-1
147,319,-1
242,344,-1
465,359,-1
528,315,-1
239,355,-1
435,417,-1
403,404,-1
83,293,-1
510,328,-1
123,323,-1
81,222,-1
131,242,-1
306,301,-1
290,380,-1
285,402,-1
529,358,-1
241,311,-1
61,219,-1
104,310,-1
241,365,-1
303,324,-1
163,267,-1
173,253,-1
112,236,-1
272,311,-1
437,433,-1
145,294,-1
52,234,-1
72,292,-1
483,426,-1
534,392,-1
513,299,-1
286,410,-1
301,326,-1
199,195,-1
93,194,-1
164,289,-1
202,243,-1
178,192,-1
470,413,-1
118,261,-1
471,376,-1
142,196,-1
157,381,-1
326,406,-1
230,392,-1
555,369,-1
194,203,-1
63,245,-1
518,387,-1
128,247,-1
507,379,-1
330,401,-1
162,254,-1
555,348,-1
230,311,-1
213,235,-1
343,383,-1
164,347,-1
475,370,-1
518,425,-1
429,421,-1
195,250,-1
263,300,-1
150,217,-1
172,374,-1
545,386,-1
128,251,-1
182,300,-1
558,413,-1
78,198,-1
173,244,-1
138,277,-1
480,345,-1
62,273,-1
130,340,-1
270,321,-1
542,350,-1
422,429,-1
174,191,-1
210,287,-1
329,428,-1
518,373,-1
67,219,-1
454,392,-1
246,386,-1
126,265,-1
156,198,-1
351,399,-1
527,319,-1
71,290,-1
130,193,-1
251,335,-1
48,228,-1
247,326,-1
73,248,-1
367,419,-1
238,359,-1
257,413,-1
384,373,-1
218,306,-1
273,410,-1
41,254,-1
187,348,-1
173,390,-1
211,198,-1
50,205,-1
248,319,-1
279,359,-1
235,329,-1
240,305,-1
170,392,-1
166,242,-1
234,403,-1
133,290,-1
130,312,-1
449,338,-1
192,298,-1
177,343,-1
236,123,1
501,156,1
281,228,1
442,260,1
155,117,1
414,190,1
513,106,1
420,289,1
237,96,1
74,152,1
472,277,1
526,190,1
547,133,1
108,105,1
405,314,1
392,236,1
179,98,1
589,188,1
80,122,1
474,177,1
439,264,1
349,183,1
445,99,1
452,107,1
392,190,1
434,113,1
536,109,1
319,144,1
136,129,1
596,227,1
527,160,1
97,153,1
326,232,1
535,101,1
427,274,1
227,130,1
452,125,1
205,139,1
540,165,1
279,150,1
585,172,1
373,190,1
391,241,1
459,272,1
489,103,1
302,163,1
383,241,1
270,108,1
184,123,1
326,237,1
410,226,1
569,233,1
402,288,1
495,112,1
288,173,1
340,180,1
602,258,1
411,88,1
123,97,1
200,106,1
163,75,1
496,122,1
529,191,1
420,166,1
476,86,1
401,123,1
213,75,1
397,177,1
517,107,1
488,208,1
373,193,1
484,109,1
302,109,1
471,140,1
563,224,1
597,305,1
520,149,1
177,100,1
369,85,1
476,290,1
566,226,1
89,144,1
166,97,1
463,276,1
239,117,1
330,209,1
349,77,1
329,128,1
272,173,1
436,246,1
448,144,1
220,148,1
533,124,1
465,202,1
476,113,1
263,72,1
390,71,1
144,144,1
335,77,1
432,209,1
135,75,1
595,185,1
544,109,1
167,144,1
480,176,1
267,223,1
413,199,1
575,126,1
486,106,1
386,255,1
92,129,1
368,181,1
551,148,1
495,177,1
306,75,1
344,100,1
370,146,1
595,268,1
555,200,1
183,136,1
384,282,1
290,140,1
248,120,1
558,154,1
337,204,1
450,298,1
395,287,1
447,158,1
392,91,1
500,180,1
470,92,1
338,103,1
601,319,1
477,237,1
293,93,1
288,84,1
300,151,1
369,78,1
406,298,1
210,141,1
482,107,1
441,129,1
261,138,1
191,117,1
85,151,1
385,255,1
588,154,1
494,141,1
496,112,1
413,304,1
259,85,1
300,110,1
372,147,1
154,152,1
493,211,1
64,153,1
189,84,1
595,262,1
461,226,1
538,112,1
337,119,1
58,134,1
605,256,1
351,195,1
461,112,1
183,97,1
398,169,1
509,202,1
500,116,1
490,180,1
393,264,1
421,305,1
400,235,1
415,94,1
154,137,1
164,99,1
299,204,1
486,87,1
231,84,1
53,150,1
268,96,1
450,157,1
581,182,1
435,260,1
247,133,1
128,143,1
308,200,1
317,145,1
489,155,1
265,107,1
607,238,1
212,131,1
272,78,1
589,194,1
414,276,1
381,116,1
368,142,1
162,106,1
452,128,1
303,156,1
424,121,1
189,99,1
471,142,1
343,102,1
566,145,1
543,184,1
290,214,1
309,165,1
467,151,1
497,183,1
568,230,1
69,123,1
373,149,1
200,130,1
449,188,1
258,82,1
578,141,1
545,175,1
120,125,1
105,127,1
403,259,1
324,205,1
602,322,1
466,234,1
276,176,1
266,205,1
327,98,1
465,214,1
426,117,1
439,189,1
361,94,1
284,81,1
510,155,1
406,266,1
239,108,1
431,93,1
300,136,1
172,78,1
418,116,1
157,106,1
532,158,1
607,296,1
109,93,1
524,209,1
396,161,1
274,192,1
128,113,1
423,195,1
215,143,1
527,184,1
385,260,1
56,152,1
412,221,1
413,207,1
425,177,1
360,194,1
390,270,1
540,227,1
496,182,1
157,77,1
325,138,1
406,247,1
225,129,1
412,139,1
320,204,1
320,159,1
362,155,1
298,71,1
236,82,1
364,151,1
280,214,1
292,96,1
403,168,1
201,105,1
443,291,1
208,139,1
605,313,1
489,173,1
170,84,1
182,116,1
513,95,1
245,75,1
252,118,1
607,289,1
385,199,1
341,159,1
590,174,1
558,206,1
282,113,1
276,138,1
138,76,1
298,229,1
348,176,1
431,157,1
235,123,1
356,115,1
408,194,1
433,181,1
490,158,1
353,198,1
392,257,1
114,103,1
302,177,1
466,276,1
268,137,1
424,215,1
434,275,1
375,182,1
312,88,1
472,171,1
333,86,1
480,227,1
597,290,1
563,149,1
400,134,1
416,128,1
76,131,1
596,176,1
321,122,1
371,124,1
492,156,1
416,232,1
91,150,1
609,293,1
551,132,1
382,98,1
406,268,1
87,102,1
452,146,1
405,273,1
343,99,1
501,210,1
433,243,1
263,99,1
417,284,1
534,106,1
477,92,1
399,195,1
459,298,1
512,230,1
170,147,1
192,93,1
243,104,1
392,189,1
583,139,1
500,184,1
456,108,1
300,187,1
98,128,1
469,237,1
449,245,1
517,199,1
294,68,1
392,99,1
387,272,1
462,224,1
103,97,1
232,75,1
313,92,1
135,148,1
113,129,1
426,244,1
545,134,1
500,227,1
135,118,1
598,241,1
268,91,1
417,296,1
299,110,1
440,222,1
382,120,1
110,124,1
190,125,1
467,200,1
105,82,1
524,223,1
508,212,1
547,118,1
482,113,1
173,126,1
434,294,1
415,187,1
226,101,1
353,235,1
365,203,1
394,85,1
372,150,1
425,224,1
107,92,1
265,110,1
415,148,1
423,251,1
86,97,1
607,277,1
454,114,1
310,230,1
398,74,1
269,204,1
336,158,1
255,79,1
508,107,1
502,108,1
437,278,1
504,180,1
521,186,1
133,90,1
545,101,1
422,135,1
513,128,1
576,220,1
321,223,1
434,254,1
491,195,1
454,223,1
377,102,1
116,102,1
320,200,1
271,208,1
123,97,1
394,100,1
297,166,1
404,158,1
531,232,1
540,158,1
575,181,1
111,85,1
461,154,1
600,269,1
567,131,1
125,102,1
138,124,1
282,176,1
348,90,1
380,115,1
431,299,1
516,225,1
138,79,1
393,254,1
497,207,1
301,158,1
350,87,1
108,92,1
546,227,1
403,294,1
277,215,1
399,287,1
549,156,1
156,139,1
328,165,1
403,288,1
474,290,1
451,120,1
561,121,1
388,324,1
273,132,1
376,313,1
470,211,1
274,216,1
315,212,1
508,216,1
345,71,1
497,115,1
117,127,1
504,123,1
394,318,1
116,129,1
297,214,1
383,112,1
411,301,1
194,131,1
296,170,1
356,207,1
563,224,1
417,105,1
199,116,1
455,291,1
296,216,1
272,226,1
152,97,1
540,104,1
136,149,1
385,209,1
439,207,1
497,216,1
464,209,1
319,223,1
345,194,1
605,335,1
402,209,1
119,121,1
287,179,1
462,101,1
475,287,1
464,281,1
391,144,1
427,240,1
411,305,1
534,108,1
353,77,1
425,105,1
