x_1,x_2,Label
394,386,0
106,283,0
134,197,0
587,260,0
273,340,0
200,337,0
344,318,0
257,299,0
202,238,0
440,378,0
197,298,0
131,323,0
313,403,0
577,197,0
192,339,0
457,355,0
223,326,0
125,233,0
121,238,0
333,389,0
105,282,0
519,341,0
560,106,0
351,348,0
157,376,0
415,347,0
149,359,0
571,110,0
271,338,0
131,319,0
239,273,0
279,368,0
565,257,0
250,297,0
195,386,0
586,156,0
499,366,0
397,333,0
384,352,0
195,390,0
445,339,0
193,405,0
585,344,0
209,346,0
563,308,0
159,376,0
435,328,0
348,322,0
155,211,0
559,272,0
574,166,0
386,391,0
217,264,0
411,375,0
488,131,0
298,372,0
98,297,0
190,372,0
440,317,0
150,187,0
393,103,1
287,150,1
359,173,1
471,256,1
283,83,1
319,187,1
382,169,1
293,89,1
425,169,1
249,133,1
282,131,1
378,246,1
278,116,1
371,119,1
350,164,1
304,92,1
229,126,1
308,121,1
400,232,1
233,74,1
322,205,1
462,224,1
491,243,1
308,87,1
468,214,1
431,198,1
342,112,1
334,143,1
439,245,1
432,144,1
339,106,1
326,125,1
213,141,1
436,205,1
399,228,1
371,143,1
209,87,1
263,181,1
342,212,1
533,180,1
198,94,1
263,207,1
342,170,1
257,104,1
274,176,1
391,110,1
282,136,1
373,253,1
260,168,1
457,259,1
355,221,1
414,138,1
505,235,1
368,123,1
296,208,1
511,295,1
447,171,1
386,153,1
479,224,1
509,273,1
338,199,1
203,86,1
446,176,1
421,86,1
435,232,1
161,90,1
239,123,1
246,93,1
220,102,1
470,284,1
526,209,1
442,218,1
434,129,1
419,167,1
512,277,1
472,204,1
212,132,1
326,106,1
407,120,1
203,118,1
209,122,1
356,254,1
330,242,1
233,90,1
515,216,1
436,257,1
297,208,1
425,125,1
462,172,1
335,248,1
463,196,1
493,246,1
472,168,1
384,69,1
293,197,1
288,120,1
515,239,1
485,178,1
492,243,1
483,259,1
367,181,1
444,234,1
405,157,1
436,281,1
409,270,1
197,151,1
508,229,1
430,155,1
503,261,1
315,194,1
215,151,1
196,148,1
438,227,1
189,113,1
215,120,1
392,225,1
395,171,1
435,145,1
424,272,1
152,93,1
356,171,1
471,280,1
409,250,1
290,160,1
161,106,1
296,129,1
497,288,1
284,210,1
318,98,1
293,186,1
491,218,1
424,171,1
343,134,1
419,247,1
260,202,1
254,162,1
294,142,1
369,150,1
430,166,1
427,162,1
370,115,1
390,254,1
406,203,1
477,204,1
426,194,1
487,287,1
372,226,1
489,183,1
439,244,1
269,211,1
406,117,1
316,190,1
488,270,1
300,100,1
266,165,1
520,225,1
464,198,1
426,239,1
275,76,1
430,171,1
331,142,1
195,141,1
510,273,1
395,73,1
306,113,1
460,181,1
387,115,1
373,158,1
490,225,1
363,108,1
514,236,1
268,99,1
320,75,1
381,219,1
438,227,1
416,152,1
394,136,1
473,176,1
428,109,1
247,92,1
205,144,1
390,80,1
360,82,1
393,170,1
383,122,1
285,198,1
510,230,1
177,88,1
351,135,1
422,138,1
386,68,1
471,225,1
340,162,1
220,130,1
319,122,1
328,88,1
495,217,1
423,165,1
364,244,1
526,194,1
442,262,1
182,89,1
401,163,1
313,194,1
341,206,1
341,92,1
338,142,1
359,153,1
199,102,1
319,167,1
488,239,1
335,251,1
342,129,1
402,121,1
433,178,1
409,110,1
316,101,1
189,84,1
395,163,1
158,105,1
389,163,1
511,221,1
430,129,1
295,95,1
484,202,1
304,135,1
173,102,1
341,260,1
487,246,1
469,270,1
369,216,1
429,114,1
372,73,1
391,182,1
343,158,1
364,77,1
278,103,1
332,206,1
429,149,1
151,107,1
215,86,1
473,238,1
222,122,1
253,174,1
421,238,1
157,98,1
226,132,1
421,152,1
435,117,1
532,185,1
370,243,1
410,205,1
224,75,1
394,91,1
507,241,1
477,262,1
391,170,1
440,224,1
322,121,1
321,140,1
414,244,1
384,95,1
326,153,1
474,177,1
339,162,1
296,203,1
391,151,1
354,117,1
192,118,1
433,279,1
368,260,1
259,205,1
350,190,1
348,195,1
452,236,1
240,132,1
471,260,1
320,127,1
466,166,1
396,202,1
340,101,1
346,191,1
332,241,1
234,142,1
358,182,1
365,207,1
486,202,1
199,98,1
490,290,1
302,175,1
420,225,1
467,226,1
342,223,1
362,116,1
344,175,1
466,233,1
324,118,1
484,250,1
406,259,1
415,97,1
444,189,1
452,133,1
352,170,1
268,170,1
460,228,1
351,127,1
445,225,1
229,131,1
375,208,1
286,80,1
223,153,1
419,151,1
210,120,1
361,119,1
504,288,1
386,168,1
200,117,1
230,81,1
331,216,1
212,115,1
420,255,1
181,106,1
411,212,1
407,131,1
474,288,1
497,281,1
441,151,1
294,204,1
383,261,1
477,219,1
243,155,1
244,106,1
267,104,1
425,195,1
413,162,1
320,86,1
341,190,1
412,114,1
431,228,1
392,251,1
389,176,1
397,155,1
360,133,1
488,226,1
393,191,1
412,265,1
341,150,1
377,188,1
350,227,1
343,116,1
414,134,1
390,127,1
242,93,1
327,226,1
479,292,1
365,203,1
350,138,1
398,78,1
403,169,1
239,76,1
424,144,1
298,204,1
364,247,1
361,184,1
448,251,1
407,198,1
514,214,1
333,133,1
385,234,1
354,246,1
252,145,1
515,276,1
469,263,1
426,180,1
353,255,1
371,209,1
491,202,1
304,216,1
275,74,1
436,221,1
329,104,1
275,210,1
192,90,1
285,101,1
360,182,1
427,152,1
367,143,1
265,107,1
350,194,1
361,185,1
452,194,1
350,195,1
332,185,1
204,156,1
414,282,1
515,287,1
339,119,1
263,181,1
316,76,1
386,166,1
